Category_ID,Category_Name,Video_Title,Channel_Title,View_Count,Like_Count,Comment_Count,Published_At,Thumbnail_URL,Video_ID
28,Science & Technology,아이폰을 명품처럼 만들기,지식애플,395905,2315,161,2025-12-21T10:30:47Z,https://i.ytimg.com/vi/yI2iBVjuZ8M/maxresdefault.jpg,yI2iBVjuZ8M
28,Science & Technology,모든 게 다 연동이 가능한 10년뒤 아이폰 근황,코믹크림,1498667,31955,258,2025-12-14T04:52:27Z,https://i.ytimg.com/vi/YicbGogkeVk/maxresdefault.jpg,YicbGogkeVk
28,Science & Technology,금지된 스위치,방구석지구촌,322661,5932,344,2025-12-22T14:21:59Z,https://i.ytimg.com/vi/WSPoeYKkmW4/maxresdefault.jpg,WSPoeYKkmW4
28,Science & Technology,법카를 쓴 자.. 무게를 견디어라..,오목교 전자상가,584447,6918,650,2025-12-17T08:50:50Z,https://i.ytimg.com/vi/EB7hmAW7bkQ/maxresdefault.jpg,EB7hmAW7bkQ
28,Science & Technology,천조국 1등 공구회사가 만든 끝판왕 이어폰,썰쇼템,352236,4061,89,2025-12-19T03:00:17Z,https://i.ytimg.com/vi/DQFe4jrJn2A/maxresdefault.jpg,DQFe4jrJn2A
28,Science & Technology,미래인류가 본 무선이어폰,서카,487538,20506,134,2025-12-18T09:00:23Z,https://i.ytimg.com/vi/HzrL1TgBKdI/maxresdefault.jpg,HzrL1TgBKdI
28,Science & Technology,기판이 혼자 빙글뱅글 도는 이유,숏창,326490,2014,74,2025-12-20T13:12:21Z,https://i.ytimg.com/vi/CnQvLeMzRVo/maxresdefault.jpg,CnQvLeMzRVo
28,Science & Technology,GPU 기술적 자립 이뤄내 #shorts / YTN, YTN,40984,2209,119,2025-12-26T07:01:45Z,https://i.ytimg.com/vi/qw7yM5BSvKc/maxresdefault.jpg,qw7yM5BSvKc
28,Science & Technology,일석이조 휴대폰 케이스,신기+템,371840,7863,51,2025-12-16T12:31:07Z,https://i.ytimg.com/vi/ij0e-KY1Znw/maxresdefault.jpg,ij0e-KY1Znw
28,Science & Technology,생활속 전기팁 가정집 천장 조명 설치하는 방법,아이템로그,104915,230,15,2025-12-23T13:45:42Z,https://i.ytimg.com/vi/zJIILYaa5Vo/maxresdefault.jpg,zJIILYaa5Vo
28,Science & Technology,아이폰 구형을 신형처럼 쓰는 법,간단,789461,7366,374,2025-12-13T10:00:30Z,https://i.ytimg.com/vi/ACD3VqSpdvY/maxresdefault.jpg,ACD3VqSpdvY
28,Science & Technology,진짜 변색 되었나요?? 확실한 장단점을 가진 아이폰 17 프로 맥스 3달 사용기,ITSub잇섭,373846,4427,661,2025-12-24T11:00:56Z,https://i.ytimg.com/vi/UoXSitfFyDc/maxresdefault.jpg,UoXSitfFyDc
28,Science & Technology,제리 형님은 트라이폴드도 찢어.. ㄷㄷ,맥가이버,107679,1414,111,2025-12-26T03:13:23Z,https://i.ytimg.com/vi/U9ImSuZmM_E/maxresdefault.jpg,U9ImSuZmM_E
28,Science & Technology,#electrician Amazing CAT6 Cable connection 전기기사 놀라운 이더넷 케이블 결선!,Fe(철)PD I 지식 Playground,56317,171,30,2025-12-25T02:15:05Z,https://i.ytimg.com/vi/b0p_-93QJHw/maxresdefault.jpg,b0p_-93QJHw
